enc,bench,method,top_k,success,token_used,iter_used,delta_mrr,delta_ndcg,delta_cos
bert-base-uncased,scifact,random,1,0,5,0,-0.00018957005511499917,0.0,-0.0915757417678833
bert-base-uncased,scifact,random,10,0,5,0,-0.00018957005511499917,0.0,-0.0915757417678833
bert-base-uncased,scifact,random,20,0,5,0,-0.00018957005511499917,0.0,-0.0915757417678833
bert-base-uncased,scifact,greedy,1,0,3,0,0.012982179605061518,0.0,-0.008833050727844238
bert-base-uncased,scifact,greedy,10,0,3,0,0.012982179605061518,0.0,-0.008833050727844238
bert-base-uncased,scifact,greedy,20,0,3,0,0.012982179605061518,0.0,-0.008833050727844238
bert-base-uncased,scifact,ggpp,1,0,5,0,0.0068227593152064454,0.0,-0.002438664436340332
bert-base-uncased,scifact,ggpp,10,0,5,0,0.0068227593152064454,0.0,-0.002438664436340332
bert-base-uncased,scifact,ggpp,20,0,5,0,0.0068227593152064454,0.0,-0.002438664436340332
bert-base-uncased,scifact,de,1,0,5,228,0.008104810597257728,0.0,0.013842463493347168
bert-base-uncased,scifact,de,10,0,5,228,0.008104810597257728,0.0,0.013842463493347168
bert-base-uncased,scifact,de,20,0,5,228,0.008104810597257728,0.0,0.013842463493347168
